Código Interno,Regional,Escola,1º Simulado: Participação (%),1º Simulado: Nota,1º Teste de Redação: Participação (%),1º Teste de Redação: Nota,2º Teste de Redação: Participação (%),2º Teste de Redação: Nota,2º Simulado: Participação (%),2º Simulado: Nota,3º Teste de Redação: Participação (%),3º Teste de Redação: Nota,4º Teste de Redação: Participação (%),4º Teste de Redação: Nota,Objetivas - 1º Simulado: Participação (%),Objetivas - 1º Simulado: Acertos (%),Objetivas - 2º Simulado: Participação (%),Objetivas - 2º Simulado: Acertos (%)
25974,METROPOLITANA VII,CE VERA CRUZ,"52,06%","220,40","64,95%","358,92","39,69%","356,27","86,08%","232,34","74,74%","374,83","71,13%","408,53","52,06%","20,11%","86,08%","20,10%"
25939,METROPOLITANA VII,CE VILA BELA,"71,91%","238,92","66,24%","410,43","54,57%","399,47","56,46%",----,"68,38%","391,22","59,02%","388,65","71,91%","22,37%","56,46%","19,68%"
25975,METROPOLITANA VII,CE VISCONDE DE CAIRU,"78,81%","166,88","57,63%","419,10","62,71%","414,25","64,41%","306,30","69,49%","466,67","58,47%","471,88","78,81%","23,03%","64,41%","21,37%"
25976,METROPOLITANA VII,CIEP 016 PROFESSORA LUCILENE DE SOUZA PECLAT,"67,35%","381,82","65,31%","494,19","61,22%","583,45","81,63%","424,86","69,39%","477,65","75,51%","516,76","67,35%","23,39%","81,63%","20,26%"
25978,METROPOLITANA VII,CIEP 030 MARINHEIRO JOÃO CÂNDIDO,"71,64%","272,34","55,22%","428,89","100,00%","295,38","61,19%","343,16","73,13%","394,17","43,28%","503,45","71,64%","24,47%","61,19%","21,35%"
25916,METROPOLITANA VII,CIEP 037 ERNESTO GUEVARA,"65,09%","165,22","49,06%","340,00","40,33%","296,23","48,85%","167,99","55,25%","297,02","48,62%","314,47","65,09%","21,55%","48,85%","19,28%"
25941,METROPOLITANA VII,CIEP 100 SAO FRANCISCO DE ASSIS BRASIL FRANCA,"80,00%","374,00","73,33%","485,45","100,00%","396,00","60,00%","371,76","66,67%","501,05","56,67%","451,76","80,00%","28,04%","60,00%","21,11%"
25942,METROPOLITANA VII,CIEP 111 GELSON FREITAS,"63,66%","228,97","56,28%","403,36","54,18%","426,69","71,78%","315,32","60,62%","350,05","51,79%","364,42","63,66%","23,43%","71,78%","20,33%"
25917,METROPOLITANA VII,CIEP 112 MONSENHOR SOLANO DANTAS MENEZES,"74,85%","280,00","70,47%","425,19","86,55%","488,11","62,87%","374,53","61,70%","454,62","57,02%","454,51","74,85%","25,23%","62,87%","21,00%"
25979,METROPOLITANA VII,CIEP 114 PROFESSORA MARIA GAVAZIO MARTINS,"74,11%","186,02","65,18%","328,33","67,86%","330,96","53,57%","191,86","63,39%","313,53","50,89%","408,57","74,11%","22,59%","53,57%","19,42%"
25980,METROPOLITANA VII,CIEP 115 ANTONIO FRANCISCO LISBOA,"51,76%","165,35","39,94%","345,90","49,20%","344,80","48,56%","104,00","52,08%","238,49","49,84%","244,90","51,76%","21,79%","48,56%","18,94%"
25918,METROPOLITANA VII,CIEP 116 VILA MAIA,"86,27%","122,73","78,43%","310,53","84,31%","235,00","76,47%","251,89","80,39%","335,14","80,39%","289,23","86,27%","21,98%","76,47%","20,89%"
25981,METROPOLITANA VII,CIEP 133 OSWALDO JOSE LOURENCO,"87,50%","302,86","87,50%","440,00","81,25%","452,31","68,75%","348,00","75,00%","420,00","81,25%","473,33","87,50%","25,00%","68,75%","20,89%"
25982,METROPOLITANA VII,CIEP 135 AFONSO HENRIQUES LIMA BARRETO,"59,52%","38,40","60,71%","324,80","48,81%","324,88","39,29%","195,00","65,48%","320,73","39,29%","367,27","59,52%","20,39%","39,29%","19,72%"
25983,METROPOLITANA VII,CIEP 139 MANUEL BANDEIRA,"74,29%","267,69","77,14%","398,52","71,43%","483,20","71,43%","358,40","77,14%","481,48","71,43%","395,20","74,29%","25,84%","71,43%","21,25%"
25984,METROPOLITANA VII,CIEP 169 MARIA AUGUSTA CORREIA,"76,99%","298,89","76,58%","431,29","75,56%","453,37","70,26%","421,20","69,86%","466,98","70,06%","457,31","76,99%","26,90%","70,26%","20,71%"
25985,METROPOLITANA VII,CIEP 170 GREGORIO BEZERRA,"80,18%","319,09","65,77%","443,29","79,28%","480,91","63,96%","429,30","72,07%","521,50","74,77%","500,24","80,18%","24,17%","63,96%","21,59%"
25986,METROPOLITANA VII,CIEP 175 JOSE LINS DO REGO,"90,14%","235,87","68,51%","415,80","58,07%","461,79","51,60%","341,11","54,13%","463,14","56,10%","428,24","90,14%","22,21%","51,60%","20,31%"
25919,METROPOLITANA VII,CIEP 178 JOÃO SALDANHA,"59,62%","184,52","73,08%","358,95","69,23%","454,44","50,00%","164,62","86,54%","417,78","71,15%","474,59","59,62%","23,88%","50,00%","21,11%"
25987,METROPOLITANA VII,CIEP 179 PROFESSOR CLAUDIO GAMA,"85,27%","372,54","77,78%","473,54","84,78%","482,51","72,71%","438,40","78,26%","479,26","84,30%","476,10","85,27%","27,02%","72,71%","20,59%"
25920,METROPOLITANA VII,CIEP 197 MINISTRO MARCOS DE BARROS FREIRE,"91,95%","257,44","82,76%","363,33","73,56%","422,50","78,16%","380,31","75,86%","409,85","74,71%","417,50","91,95%","24,16%","78,16%","20,58%"
25921,METROPOLITANA VII,CIEP 210 MARIO ALVES DE SOUZA VIEIRA,"72,95%","155,31","54,79%","391,38","50,37%","378,45","54,62%","287,47","42,39%","369,42","42,39%","326,62","72,95%","21,48%","54,62%","19,69%"
25953,METROPOLITANA VII,CIEP 230 MANOEL MALAQUIAS GURGEL DA SILVA,"72,77%","217,14","70,79%","396,06","71,55%","421,09","61,21%","343,94","74,57%","442,79","63,36%","430,96","72,77%","25,50%","61,21%","21,52%"
25922,METROPOLITANA VII,CIEP 314 GALILEU GALILEI,"63,64%","96,43","57,95%","336,80","63,64%","374,29","68,18%","348,36","73,86%","359,37","62,50%","418,91","63,64%","23,22%","68,18%","21,11%"
25923,METROPOLITANA VII,CIEP 316 GENERAL LADARIO PEREIRA TELLES,"67,12%","219,46","54,95%","303,47","60,55%","313,51","56,64%","275,00","50,39%","292,09","62,50%","316,94","67,12%","22,40%","56,64%","20,19%"
25924,METROPOLITANA VII,CIEP 337 BERTA LUTZ,"71,43%","205,49","53,25%","320,00","72,73%","431,27","68,83%","315,00","66,23%","353,47","72,73%","401,48","71,43%","21,43%","68,83%","19,70%"
25943,METROPOLITANA VII,CIEP 364 NELSON RAMOS,"59,06%","238,93","66,93%","324,71","50,39%","428,75","53,54%","203,64","66,14%","341,43","58,27%","357,84","59,06%","23,40%","53,54%","18,95%"
25925,METROPOLITANA VII,CIEP 374 AUGUSTO RODRIGUES,"47,93%","194,15","41,32%","309,21","32,62%","414,78","55,43%","171,43","75,89%","217,20","55,32%","305,53","47,93%","18,80%","55,43%","19,61%"
25926,METROPOLITANA VII,CIEP 375 WILSON GREY,"51,02%","140,27","27,55%","335,39","41,57%","337,55","51,56%","296,27","49,06%","301,74","28,46%","373,15","51,02%","21,96%","51,56%","21,09%"
25927,METROPOLITANA VII,CIEP 376 CLAUDIO COUTINHO,"75,42%","175,45","73,73%","360,94","77,12%","363,08","65,25%","260,54","51,69%","437,38","59,32%","389,57","75,42%","23,24%","65,25%","21,29%"
25928,METROPOLITANA VII,CIEP 377 CARMEM DA SILVA,"68,63%","240,00","52,94%","354,07","33,33%","391,50","61,29%","235,29","91,03%","145,13","97,44%","64,74","68,63%","22,69%","61,29%","18,67%"
25929,METROPOLITANA VII,CIEP 380 JORACI CAMARGO,"83,78%","393,11","69,73%","462,95","83,78%","516,39","64,32%","479,33","65,95%","513,44","62,16%","434,69","83,78%","26,88%","64,32%","22,54%"
25930,METROPOLITANA VII,CIEP 388 LASAR SEGALL,"76,71%","223,09","43,84%","406,98","54,11%","426,49","58,22%","294,15","57,53%","444,76","49,32%","460,00","76,71%","21,25%","58,22%","20,31%"
25954,METROPOLITANA VII,CIEP 389 GP HAROLDO BARBOSA,"67,21%","247,80","67,21%","231,00","98,36%","302,00","83,61%","200,80","73,77%","356,44","73,77%","327,11","67,21%","24,42%","83,61%","20,25%"
25988,METROPOLITANA VII,CIEP 397 PAULO PONTES,"86,75%","314,63","99,60%","359,67","81,53%","472,28","85,54%","394,29","85,14%","480,95","75,10%","489,63","86,75%","26,27%","85,54%","21,68%"
25989,METROPOLITANA VII,CIEP 398 MARIO LIMA,"75,36%","294,92","40,58%","517,03","33,60%","457,46","39,84%","368,78","28,80%","470,10","40,80%","418,82","75,36%","22,44%","39,84%","21,09%"
25990,METROPOLITANA VII,CIEP 399 JEAN BAPTISTE DEBRET,"75,61%","203,23","63,41%","332,50","76,53%","284,38","57,14%","306,92","54,08%","290,20","35,71%","329,41","75,61%","22,89%","57,14%","20,13%"
25991,METROPOLITANA VII,CIEP 400 GP OSWALD DE ANDRADE,"88,12%","181,00","76,24%","331,95","71,29%","386,48","57,43%","231,03","72,28%","362,19","44,55%","257,78","88,12%","18,85%","57,43%","20,84%"
25955,METROPOLITANA VII,IE CARLOS PASQUALE,"71,15%","347,92","68,91%","474,53","58,78%","492,61","52,07%","433,00","54,39%","485,03","46,34%","445,48","71,15%","26,44%","52,07%","21,34%"
25021,NOROESTE FLUMINENSE,CE AGRICOLA PROFESSOR LUIZ PAULO RODRIGUES,"100,00%","358,37","85,71%","463,41","85,71%","492,68","89,80%","461,82","81,63%","512,00","75,51%","489,73","100,00%","23,74%","89,80%","19,47%"
25003,NOROESTE FLUMINENSE,CE ALCINDA LOPES PEREIRA PINTO,"93,33%","90,00","46,67%","440,00","80,00%","305,45","73,33%","288,89","73,33%","356,36","80,00%","386,67","93,33%","19,36%","73,33%","19,49%"
25050,NOROESTE FLUMINENSE,CE ALMIRANTE BARÃO DE TEFFE,"91,61%","309,58","76,13%","426,44","83,23%","463,17","77,42%","404,10","68,39%","473,96","74,19%","477,19","91,61%","25,63%","77,42%","23,07%"
25022,NOROESTE FLUMINENSE,CE BUARQUE DE NAZARETH,"93,16%","256,03","85,47%","212,00","81,25%","331,54","62,61%",----,"58,59%","358,94","64,84%","397,68","93,16%","19,33%","62,61%","20,52%"
25023,NOROESTE FLUMINENSE,CE CHEQUER JORGE,"97,89%","403,66","88,42%",----,"88,32%","531,64","92,86%","453,65","88,83%","540,80","81,73%","474,50","97,89%","25,41%","92,86%","24,00%"
25042,NOROESTE FLUMINENSE,CE CORONEL JOSÉ ROSA DA SILVA,"84,85%","163,20","66,67%","341,82","81,82%","312,59","87,88%","320,00","90,91%","438,67","90,91%","426,21","84,85%","23,87%","87,88%","25,56%"
25037,NOROESTE FLUMINENSE,CE DEODATO LINHARES,"93,00%","293,27","62,96%",----,"72,90%","465,45","59,76%",----,"76,72%","506,18","54,58%","510,42","93,00%","26,82%","59,76%","21,97%"
25046,NOROESTE FLUMINENSE,CE DEPUTADO CARLOS PINTO FILHO,"79,27%","261,94","63,41%","360,77","62,20%","502,75","51,22%","328,57","46,34%","469,47","51,22%","469,52","79,27%","22,53%","51,22%","19,87%"
25024,NOROESTE FLUMINENSE,CE DEZ DE MAIO,"96,53%","369,95","95,05%","460,42","87,45%","525,70","90,04%","459,62","93,07%","537,96","91,34%","591,25","96,53%","27,98%","90,04%","22,72%"
25025,NOROESTE FLUMINENSE,CE DOUTOR JOSE BASTOS FRANCA,"96,61%","121,40","98,31%","454,48","76,27%","599,09","83,05%","527,62","83,05%","625,31","79,66%","641,74","96,61%","22,76%","83,05%","20,75%"
25051,NOROESTE FLUMINENSE,CE DOUTOR LEONEL HOMEM DA COSTA,"76,85%","254,01","45,37%",----,"41,73%","422,97","68,32%","208,02","60,63%","596,88","44,09%","511,43","76,85%","23,37%","68,32%","12,76%"
25026,NOROESTE FLUMINENSE,CE ETELVINA ALVES DA SILVA,"88,46%","415,65","75,00%","466,67","86,54%","503,64","88,46%","478,22","76,92%","512,82","44,23%","532,17","88,46%","28,28%","88,46%","21,70%"
25004,NOROESTE FLUMINENSE,CE EUCLIDES FELICIANO TARDIN,"80,98%","351,11","71,20%","491,08","59,24%","521,47","74,46%","427,37","64,67%","488,40","47,28%","464,65","80,98%","27,44%","74,46%","21,21%"
25043,NOROESTE FLUMINENSE,CE FLAVIO RIBEIRO DE REZENDE,"98,61%","261,41","97,22%","332,17","87,50%","383,49","98,61%","234,20","75,00%","440,74","86,11%","406,45","98,61%","24,86%","98,61%","17,15%"
25044,NOROESTE FLUMINENSE,CE FRANCISCO PORTELLA,"96,23%","336,47","94,34%","414,69","94,34%","440,80","94,34%","447,35","90,57%","471,49","92,45%","488,98","96,23%","25,60%","94,34%","22,53%"
25016,NOROESTE FLUMINENSE,CE FREI TOMAS,"92,42%","305,57","58,33%",----,"70,19%","586,80","73,03%","552,52","64,60%","608,20","65,22%","615,24","92,42%","24,12%","73,03%","23,05%"
25047,NOROESTE FLUMINENSE,CE GERALDINO SILVA,"100,00%","404,21","89,47%","541,18","100,00%","629,47","100,00%","448,42","89,47%","649,41","94,74%","586,67","100,00%","30,06%","100,00%","23,92%"
25005,NOROESTE FLUMINENSE,CE GOVERNADOR ROBERTO SILVEIRA,"69,01%","158,31","53,52%","412,70","44,87%","408,00","58,82%","241,11","41,03%",----,"48,72%",----,"69,01%","19,85%","58,82%","24,60%"
25017,NOROESTE FLUMINENSE,CE JAIME QUEIROZ DE SOUZA,"95,08%","252,36","77,05%","427,23","86,89%","531,54","88,52%","313,33","90,16%","649,45","90,16%","640,00","95,08%","27,10%","88,52%","24,13%"
25014,NOROESTE FLUMINENSE,CE JOAO GUIMARAES,"85,25%","336,54","97,54%","316,31","66,42%","465,49","69,64%","440,51","51,82%",----,"51,09%","512,00","85,25%","27,27%","69,64%","25,38%"
25052,NOROESTE FLUMINENSE,CE JOAO MAURICIO BRUM,"93,10%","370,37","86,21%","446,49","83,91%","435,00","96,55%","257,07","94,25%","485,50","91,95%","464,50","93,10%","27,71%","96,55%","22,05%"
25018,NOROESTE FLUMINENSE,CE JOHENIR HENRIQUES VIEGAS,"100,00%","433,04","100,00%","561,82","73,91%","588,24","91,30%","436,19","82,61%","557,89","95,65%","571,43","100,00%","29,25%","91,30%","23,06%"
25048,NOROESTE FLUMINENSE,CE JOSE DE LANNES DANTAS BRANDAO,"81,82%","124,71","75,00%","326,06","59,57%",----,"73,81%","316,49","63,83%","364,97","53,19%","435,20","81,82%","21,50%","73,81%","21,02%"
25027,NOROESTE FLUMINENSE,CE JOSE GARCIA DE FREITAS,"76,47%","203,08","76,47%","335,38","70,59%","393,33","76,47%","332,31","76,47%","375,38","76,47%","396,92","76,47%","23,80%","76,47%","21,50%"
25019,NOROESTE FLUMINENSE,CE LAURINDO PITA,"100,00%","495,17","100,00%","485,71","96,55%","580,00","89,66%","507,69","93,10%","551,11","93,10%","568,89","100,00%","31,30%","89,66%","25,58%"
25028,NOROESTE FLUMINENSE,CE LIONS CLUB,"94,79%","224,00","91,47%","291,30","83,48%","326,28","71,63%","324,64","62,61%",----,"53,04%","437,05","94,79%","21,55%","71,63%","22,45%"
25001,NOROESTE FLUMINENSE,CE LOURENCA GUIMARAES,"67,09%","228,68","48,10%","491,58","60,47%","517,69","60,53%","318,41","62,79%","403,20","51,16%","407,61","67,09%","22,77%","60,53%","20,70%"
25029,NOROESTE FLUMINENSE,CE LUIZ FERRAZ,"96,92%","370,16","83,08%","441,54","100,00%","418,41","90,77%","377,93","83,08%","462,96","81,54%","469,23","96,92%","24,30%","90,77%","21,28%"
25006,NOROESTE FLUMINENSE,CE LUIZ TITO DE ALMEIDA,"84,21%","161,33","81,58%","341,33","81,58%","414,19","81,58%","365,33","86,84%","387,50","73,68%","488,89","84,21%","22,67%","81,58%","19,96%"
25038,NOROESTE FLUMINENSE,CE MANOEL RODRIGUES DE BARROS,"77,36%","213,00","56,60%","393,33","81,13%","468,84","86,79%","283,56","81,13%","460,95","81,13%","303,81","77,36%","25,08%","86,79%","26,57%"
25007,NOROESTE FLUMINENSE,CE MARCILIO DIAS,"92,86%","332,31","85,71%","429,09","85,71%","523,64","92,86%","433,33","100,00%","516,92","85,71%","560,00","92,86%","24,03%","92,86%","21,11%"
25008,NOROESTE FLUMINENSE,CE MARIA DA CONCEICAO PEREIRA PINTO,"91,67%","18,18","100,00%","613,33","100,00%","580,00","100,00%","546,67","91,67%","620,00","91,67%","614,55","91,67%","22,30%","100,00%","27,87%"
25058,NOROESTE FLUMINENSE,CE MARIA LENY VIEIRA FERREIRA SILVA,"86,21%","206,11","80,46%","400,00","78,16%","397,06","82,76%","397,75","79,31%","432,46","72,41%","394,75","86,21%","23,83%","82,76%","20,75%"
25030,NOROESTE FLUMINENSE,CE NICOLAO BASTOS FILHO,"69,23%","249,14","65,38%","391,76","51,32%","387,69","58,82%","306,00","43,42%","318,79","18,42%","380,00","69,23%","22,95%","58,82%","21,63%"
25011,NOROESTE FLUMINENSE,CE OSCAR BATISTA,"92,65%","256,67","58,82%","455,79","67,65%","462,61","42,65%","264,62","64,71%","513,64","35,29%","583,33","92,65%","26,43%","42,65%","20,62%"
25009,NOROESTE FLUMINENSE,CE PADRE MELLO,"69,05%","136,55","0,00%",----,"54,76%","474,78","59,52%","408,33","59,52%","483,20","52,38%","498,18","69,05%","22,91%","59,52%","21,11%"
25053,NOROESTE FLUMINENSE,CE PEDRO BAPTISTA DE SOUZA,"97,32%","507,02","97,32%","533,85","88,69%","578,96","92,68%","550,00","89,29%","564,71","85,71%","557,80","97,32%","27,58%","92,68%","21,95%"
25039,NOROESTE FLUMINENSE,CE PROFESSORA SONIA DO AMARAL TORRES,"100,00%","434,29","100,00%","500,00","100,00%","550,00","100,00%","445,71","96,43%","597,04","100,00%","588,57","100,00%","27,64%","100,00%","21,01%"
25031,NOROESTE FLUMINENSE,CE ROMUALDO MONTEIRO DE BARROS,"100,00%","326,45","100,00%","417,33","83,87%","446,15","83,87%","440,00","83,87%","472,00","74,19%","549,09","100,00%","27,44%","83,87%","21,96%"
25032,NOROESTE FLUMINENSE,CE ROTARY,"91,23%","499,61","61,40%","634,29","59,65%","611,76","63,16%","482,35","59,65%","527,06","59,65%","560,00","91,23%","27,63%","63,16%","21,84%"
25054,NOROESTE FLUMINENSE,CE RUI GUIMARÃES DE ALMEIDA,"87,65%","358,87","60,49%","405,83","83,95%","392,35","88,89%","372,35","83,95%","468,48","81,48%","432,73","87,65%","30,61%","88,89%","25,83%"
25033,NOROESTE FLUMINENSE,CE SENADOR SA TINOCO,"100,00%","141,33","84,44%","287,37","62,22%","339,26","73,33%","138,18","71,11%","180,00","66,67%","206,67","100,00%","21,18%","73,33%","20,81%"
25055,NOROESTE FLUMINENSE,CE SUBTENENTE PM CLAUDIO HENTZY FERREIRA,"98,00%","528,16","98,00%","527,35","88,00%","607,27","94,00%","599,15","86,00%","625,12","82,00%","592,00","98,00%","29,73%","94,00%","22,69%"
25056,NOROESTE FLUMINENSE,CE TEMISTOCLES DE ALMEIDA,"91,67%","317,58","72,22%","404,62","72,22%","500,00","86,11%","419,35","88,89%","470,00","88,89%","488,75","91,67%","26,67%","86,11%","20,95%"
25012,NOROESTE FLUMINENSE,CE WALDEMIRO PITA,"100,00%","327,62","80,95%","470,59","100,00%","405,71","71,43%","388,97","80,95%","472,94","73,81%","539,35","100,00%","23,02%","71,43%","19,98%"
25015,NOROESTE FLUMINENSE,CIEP 141 VEREADOR SAID TANUS JOSÉ,"96,49%","560,00","88,60%","566,73","82,46%","563,40","91,23%","520,80","89,47%","588,63","87,72%","588,80","96,49%","34,87%","91,23%","25,16%"
25035,NOROESTE FLUMINENSE,CIEP 263 DOUTOR JAIR DE SIQUEIRA BITTENCOURT,"93,35%","285,16","74,63%","431,87","75,62%","495,03","82,02%","343,10","62,56%","486,64","67,24%","440,30","93,35%","25,87%","82,02%","21,06%"
25040,NOROESTE FLUMINENSE,CIEP 267 MARIA APARECIDA LIMA SOUTO TOSTES,"79,59%","219,31","59,18%","395,56","73,47%","418,89","65,31%","369,52","57,14%","516,92","57,14%","478,52","79,59%","31,57%","65,31%","25,99%"
25020,NOROESTE FLUMINENSE,CIEP 275 LENINE CORTES FALANTE,"77,50%","402,93","65,00%","534,62","60,63%","506,39","70,63%","499,82","70,00%","474,55","30,63%","537,50","77,50%","28,77%","70,63%","24,65%"
25013,NOROESTE FLUMINENSE,CIEP 276 ERNESTO PAIVA,"87,88%","309,66","71,21%","393,91","83,33%","431,11","87,88%","359,27","77,27%","440,00","83,33%","464,00","87,88%","25,37%","87,88%","19,69%"
25036,NOROESTE FLUMINENSE,CIEP 343 PROFESSORA EMILIA DINIZ LIGIERO,"91,41%","258,46","72,66%","419,17","78,72%","450,28","87,60%","356,57","75,18%","383,26","72,34%","427,84","91,41%","24,27%","87,60%","21,43%"
25002,NOROESTE FLUMINENSE,CIEP 419 BENIGNO BAIRRAL,"94,12%","360,73","84,87%","469,09","84,87%","451,72","94,12%","442,22","78,15%","554,78","74,79%","527,27","94,12%","23,66%","94,12%","21,10%"
25045,NOROESTE FLUMINENSE,CIEP 468 OLGA THURLER MENDONÇA DA FONSECA,"90,32%","415,44","90,32%","442,86","88,71%","471,27","90,32%","397,82","88,71%","428,36","54,84%","437,65","90,32%","26,70%","90,32%","21,91%"
25059,NOROESTE FLUMINENSE,CIEP MARLENE ABIB DE OLIVEIRA FABRI,"90,91%","266,11","68,90%",----,"78,67%","477,51","81,25%","430,99","76,00%","448,65","82,22%","472,43","90,91%","24,47%","81,25%","21,33%"
25041,NOROESTE FLUMINENSE,IE DE MIRACEMA,"98,42%","298,40","84,74%","478,99","82,11%","534,47","90,53%","418,81","88,42%","507,56","80,00%","495,57","98,42%","24,78%","90,53%","23,15%"
25010,NOROESTE FLUMINENSE,IE EBER TEIXEIRA DE FIGUEIREDO,"72,00%","344,78","75,50%","420,40","73,00%","427,67","86,00%","324,47","76,00%","397,33","76,00%","406,62","72,00%","25,84%","86,00%","21,09%"
25049,NOROESTE FLUMINENSE,IE ELIANA DUARTE DA SILVA BREIJAO,"92,86%","275,00","87,86%","400,33","81,43%","417,50","86,43%","378,97","85,71%","424,54","82,14%","417,04","92,86%","24,09%","86,43%","20,69%"
25149,NORTE FLUMINENSE,CE ADMARDO ALVES TORRES,"95,04%","286,79","71,07%","414,42","65,19%","459,09","70,73%","396,91","62,96%","460,07","63,70%","476,28","95,04%","20,67%","70,73%","19,98%"
25141,NORTE FLUMINENSE,CE AGOSTINHO CHRYZANTO DE ARAUJO,"97,78%","472,28","100,00%","420,30","100,00%","475,20","94,68%","465,22","94,00%","466,38","95,00%","441,68","97,78%","30,13%","94,68%","21,80%"
25150,NORTE FLUMINENSE,CE ALBERTO TORRES,"82,26%","382,88","58,87%","447,05","60,94%","452,00","81,25%","394,66","62,11%","493,58","57,81%","488,79","82,26%","26,72%","81,25%","23,17%"
25060,NORTE FLUMINENSE,CE ALCEBIADES SCHUARTZ,"76,19%","116,38","76,19%","416,25","58,18%","490,00","55,36%","241,13","14,55%",----,"0,00%",----,"76,19%","20,38%","55,36%","19,66%"
25061,NORTE FLUMINENSE,CE ALMIRANTE BARROSO,"65,73%","189,27","47,19%","364,54","69,11%","404,24","82,42%","340,44","65,97%",----,"0,00%",----,"65,73%","22,58%","82,42%","20,42%"
25142,NORTE FLUMINENSE,CE ANA NUNES VIANA,"87,27%","262,94","52,73%",----,"57,58%","482,10","74,19%","283,48","62,12%",----,"69,70%",----,"87,27%","24,38%","74,19%","20,90%"
25062,NORTE FLUMINENSE,CE ATILANO CHRYSOSTOMO DE OLIVEIRA,"100,00%","170,09","86,09%","329,48","100,00%","281,75","100,00%","194,39","100,00%","223,01","100,00%","322,11","100,00%","18,77%","100,00%","12,96%"
25110,NORTE FLUMINENSE,CE BALTAZAR CARNEIRO,"98,60%","205,69","96,26%","335,57","99,53%","304,83","58,88%","339,67","34,11%","500,57","44,86%","588,21","98,60%","20,84%","58,88%","21,47%"
25135,NORTE FLUMINENSE,CE BARAO DE MACAUBAS,"85,25%","279,22","83,61%","348,00","90,16%","373,88","85,25%","332,00","85,25%","400,77","85,25%","413,08","85,25%","24,82%","85,25%","20,52%"
25063,NORTE FLUMINENSE,CE BENTA PEREIRA,"81,25%","109,95","67,97%","411,95","58,06%","460,26","80,58%","209,09","52,26%","417,22","69,03%","419,86","81,25%","19,57%","80,58%","19,59%"
25112,NORTE FLUMINENSE,CE BOCAINA,"81,25%","163,48","0,00%",----,"62,50%","454,00","53,13%","224,62","62,50%","606,00","0,00%",----,"81,25%","21,42%","53,13%","26,67%"
25151,NORTE FLUMINENSE,CE CHRISANTO HENRIQUE DE SOUZA,"56,36%",----,"45,45%","264,00","36,49%","293,33","59,52%","81,60","12,16%",----,"35,14%",----,"56,36%","21,35%","59,52%","19,41%"
